"customer_id","subscription_created","canceled_at","first_payment_time","time_to_first_payment_hours","time_to_first_payment_minutes_remainder"
"cus_Qondnw0SBtR3Um","2024-09-09 16:07:04.000","2024-09-10 15:07:39.000","2024-09-09 16:08:47.000","0","1"
"cus_Qk9u81ZIFFGuU8","2024-09-10 04:00:13.000","2024-09-11 03:01:09.000","2024-09-10 04:02:19.000","0","2"
"cus_Qk9u81ZIFFGuU8","2024-09-10 04:02:18.000","2024-09-10 05:22:40.000","2024-09-10 04:02:19.000","0","0"
"cus_Qp8Mb06aD6kC7E","2024-09-10 13:30:36.000","2024-09-11 12:31:31.000","2024-09-10 13:40:14.000","0","9"
"cus_QrGjz94uROB69y","2024-09-16 06:17:21.000","2024-09-16 06:28:17.000","2024-09-16 06:17:21.000","0","0"
"cus_QsRflT3xuKEQhM","2024-09-19 13:33:27.000","2024-09-20 12:34:17.000","2024-09-19 13:46:49.000","0","13"
"cus_QsRflT3xuKEQhM","2024-09-19 13:38:24.000","2024-09-20 12:39:14.000","2024-09-19 13:46:49.000","0","8"
"cus_Qtj3ueP2eOk2hI","2024-09-22 19:39:26.000","2024-09-22 19:43:09.000","2024-09-22 19:39:27.000","0","0"
"cus_QuRbW1iVk8Wuam","2024-09-24 17:41:31.000","2024-09-24 18:04:45.000","2024-09-24 17:41:32.000","0","0"
"cus_QuzwNCgd063is2","2024-09-26 05:14:52.000","2024-09-27 04:15:14.000","2024-10-21 07:23:18.000","602","8"
"cus_QvvvrGj5iMgOqa","2024-09-28 17:05:42.000","2024-09-28 17:23:57.000","2024-09-28 17:05:43.000","0","0"
"cus_QvCtrI5y7HzIjd","2024-09-30 02:21:24.000","2024-10-01 01:22:01.000","2024-09-30 02:31:15.000","0","9"
"cus_QvCtrI5y7HzIjd","2024-09-30 02:31:14.000","2024-09-30 03:11:59.000","2024-09-30 02:31:15.000","0","0"
"cus_Qwwpe8mDx1ZU8I","2024-10-01 10:06:14.000","2024-10-02 09:07:12.000","2024-10-01 10:09:04.000","0","2"
"cus_Qwwpe8mDx1ZU8I","2024-10-01 10:09:54.000","2024-10-02 09:10:07.000","2024-10-01 10:09:04.000","0","0"
"cus_QurpxOPONR2Wnn","2024-10-01 22:42:31.000","2024-10-01 23:42:35.000","2024-10-01 22:42:32.000","0","0"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:17:13.000","2024-10-03 06:17:26.000","2024-10-02 07:42:58.000","0","25"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:20:23.000","2024-10-03 06:20:26.000","2024-10-02 07:42:58.000","0","22"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:22:33.000","2024-10-03 06:23:32.000","2024-10-02 07:42:58.000","0","20"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:24:26.000","2024-10-03 06:24:29.000","2024-10-02 07:42:58.000","0","18"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:27:56.000","2024-10-03 06:28:41.000","2024-10-02 07:42:58.000","0","15"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:28:32.000","2024-10-03 06:29:39.000","2024-10-02 07:42:58.000","0","14"
"cus_QxHCxYDQq4iRH3","2024-10-02 07:34:02.000","2024-10-03 06:34:30.000","2024-10-02 07:42:58.000","0","8"
"cus_Qxo2XbC8iP3qiO","2024-10-03 17:05:08.000","2024-10-03 17:15:52.000","2024-10-03 17:05:09.000","0","0"
"cus_Qyztx1Qg1MHcPx","2024-10-06 21:23:30.000","2024-10-06 21:26:31.000","2024-10-06 21:23:31.000","0","0"
"cus_QzcRWfc2IIDtZ1","2024-10-08 13:14:19.000","2024-10-09 12:15:32.000","2024-10-08 13:16:55.000","0","2"
"cus_R2NJGEaU3Evwiu","2024-10-15 21:48:38.000","2024-10-15 21:53:17.000","2024-10-15 21:48:39.000","0","0"
"cus_R2PaoG6dDpQgwD","2024-10-16 00:09:43.000","2024-10-16 23:10:28.000","2024-10-16 00:12:54.000","0","3"
"cus_R2PaoG6dDpQgwD","2024-10-16 00:12:53.000","2024-10-16 00:19:34.000","2024-10-16 00:12:54.000","0","0"
"cus_R2dWGayeUdKiSk","2024-10-16 14:34:34.000","2024-10-17 13:35:29.000","2024-10-16 14:43:15.000","0","8"
"cus_R2dWGayeUdKiSk","2024-10-16 14:36:47.000","2024-10-17 13:37:31.000","2024-10-16 14:43:15.000","0","6"
"cus_R2nMPePITLK6OB","2024-10-17 00:45:44.000","2024-10-17 00:47:48.000","2024-10-17 00:45:45.000","0","0"
"cus_R2sZYblE42tUYV","2024-10-17 06:06:27.000","2024-10-18 05:06:52.000","2024-10-17 06:09:13.000","0","2"
"cus_R38AkgCbeIUXm3","2024-10-17 22:15:11.000","2024-10-17 22:47:40.000","2024-10-17 22:15:12.000","0","0"
"cus_R3M6wk3vhtKDSH","2024-10-18 13:06:32.000","2024-10-19 12:07:34.000","2024-10-18 13:08:45.000","0","2"
"cus_R3M6wk3vhtKDSH","2024-10-18 13:08:44.000","2024-10-18 14:42:58.000","2024-10-18 13:08:45.000","0","0"
"cus_R4zktl4brfq2Hi","2024-10-22 21:42:32.000","2024-10-22 21:44:59.000","2024-10-22 21:42:33.000","0","0"
"cus_R6Xk5j6pU9p2Tx","2024-10-27 00:51:44.000","2024-10-27 23:52:37.000","2024-10-27 00:52:56.000","0","1"
"cus_R79ucRW0TZojxs","2024-10-28 16:17:32.000","2024-10-28 16:26:43.000","2024-10-28 16:17:33.000","0","0"
"cus_R7CbyW50jLc6Yj","2024-10-29 00:22:33.000","2024-10-29 16:22:14.000","2024-10-29 00:22:34.000","0","0"
"cus_R7QcjnNWLOio1S","2024-10-29 09:41:48.000","2024-10-29 09:46:04.000","2024-10-29 09:41:49.000","0","0"
"cus_R8hcRBjYTyDPiB","2024-11-01 19:11:03.000","2024-11-01 19:15:25.000","2024-11-01 19:11:04.000","0","0"
"cus_R9U0SRVcEqZ7C8","2024-11-04 06:33:32.000","2024-11-04 06:45:29.000","2024-11-04 06:33:33.000","0","0"
"cus_RAof4uNmQHTBMf","2024-11-07 10:41:54.000","2024-11-08 09:42:07.000","2024-11-07 10:46:57.000","0","5"
"cus_RB1TQhxt7TbRD8","2024-11-08 00:25:55.000","2024-11-08 23:26:58.000","2024-11-10 19:48:30.000","67","22"
"cus_RB5qSYzX2tCBCT","2024-11-08 04:20:59.000","2024-11-08 04:26:54.000","2024-11-08 04:21:00.000","0","0"
"cus_RCIb3IkRUaEyHE","2024-11-11 09:41:58.000","2024-11-11 09:58:54.000","2024-11-11 09:41:59.000","0","0"
"cus_RCiWHph71zc8U5","2024-11-12 12:24:07.000","2024-11-12 12:25:58.000","2024-11-12 12:24:08.000","0","0"
"cus_NjDdUO8SOqKv7s","2023-04-17 06:06:50.000","2023-04-17 06:12:31.000","2023-04-17 06:06:50.000","0","0"
"cus_NjUkt6cdUnzSTg","2023-04-17 23:47:56.000","2023-04-18 16:43:10.000","2023-04-17 23:47:56.000","0","0"
"cus_NjVSnZfmkzbEuS","2023-04-18 00:31:55.000","2023-04-18 00:34:33.000","2023-04-18 00:31:56.000","0","0"
"cus_NjiuHQtJhEXGRb","2023-04-18 14:25:40.000","2023-04-18 14:40:40.000","2023-04-18 14:25:41.000","0","0"
"cus_NjmoACSbA0H08X","2023-04-18 18:29:07.000","2023-04-18 21:27:17.000","2023-04-18 18:29:08.000","0","0"
"cus_NkCRu0zH3is2o5","2023-04-19 20:58:13.000","2023-04-19 21:01:41.000","2023-04-19 20:58:13.000","0","0"
"cus_NlRtlhznk0cHay","2023-04-23 04:59:17.000","2023-04-23 20:04:39.000","2023-04-23 04:59:18.000","0","0"
"cus_Nm3NXfXDqSeVbC","2023-04-26 13:22:28.000","2023-04-26 14:53:03.000","2023-04-26 13:22:29.000","0","0"
"cus_NnK8PfkVMxTBbK","2023-04-28 05:05:27.000","2023-04-28 05:08:43.000","2023-04-28 05:05:28.000","0","0"
"cus_NpjkbZEZc4nJdw","2023-05-04 15:48:56.000","2023-05-05 00:14:17.000","2023-05-04 15:48:57.000","0","0"
"cus_NqZTIAoFOae20j","2023-05-06 21:08:17.000","2023-05-06 21:57:27.000","2023-05-06 21:08:18.000","0","0"
"cus_NqtpdjjzQaZKXp","2023-05-07 18:21:27.000","2023-05-08 17:22:45.000","2023-05-13 01:08:58.000","126","47"
"cus_NqwvBO7nGu3xvB","2023-05-07 21:22:49.000","2023-05-08 20:23:42.000","2023-05-07 21:29:02.000","0","6"
"cus_Nui98sVbKAWG6X","2023-05-22 01:19:37.000","2023-05-23 00:19:49.000","2023-05-22 01:21:33.000","0","1"
"cus_OcTG12orbGOMOJ","2023-09-11 17:54:47.000","2023-09-12 16:58:33.000","2023-09-11 17:55:19.000","0","0"
"cus_Oikvh0tQzTwtZr","2023-09-28 12:34:18.000","2023-09-29 11:37:26.000","2023-09-28 12:36:36.000","0","2"
"cus_OitxzZWE0pnE4A","2023-09-28 21:54:26.000","2023-09-29 20:55:32.000","2023-09-28 21:55:36.000","0","1"
"cus_Om1W2MNURLa0ic","2023-10-07 06:01:02.000","2023-10-08 05:03:47.000","2023-10-07 06:02:28.000","0","1"
"cus_OmBVC5iPyrEyJr","2023-10-07 16:17:09.000","2023-10-08 03:40:52.000","2023-10-07 16:17:10.000","0","0"
"cus_OnmwaozkEGOOOk","2023-10-11 22:59:05.000","2023-10-12 22:02:37.000","2023-10-11 23:00:31.000","0","1"
"cus_OnmwaozkEGOOOk","2023-10-11 22:59:48.000","2023-10-12 22:00:17.000","2023-10-11 23:00:31.000","0","0"
"cus_OqJ6KKuU7cV32e","2023-10-18 16:21:59.000","2023-10-19 15:22:43.000","2023-11-22 21:33:51.000","845","11"
"cus_OoJSA84aZSzchK","2023-10-19 12:24:13.000","2023-10-20 11:29:50.000","2023-10-19 12:25:20.000","0","1"
"cus_OrD8krfKrd8ltV","2023-10-21 02:15:59.000","2023-10-21 03:13:00.000","2023-10-21 02:16:00.000","0","0"
"cus_NuDkKdtcuJxafS","2023-10-30 13:58:40.000","2023-10-31 13:09:12.000","2023-05-16 15:05:48.000","-4006","-52"
"cus_NuDkKdtcuJxafS","2023-10-30 13:59:57.000","2023-10-31 13:09:55.000","2023-05-16 15:05:48.000","-4006","-54"
"cus_NuDkKdtcuJxafS","2023-10-30 14:00:03.000","2023-10-31 13:04:42.000","2023-05-16 15:05:48.000","-4006","-54"
"cus_NuDkKdtcuJxafS","2023-10-30 14:01:24.000","2023-10-31 13:04:41.000","2023-05-16 15:05:48.000","-4006","-55"
"cus_NuDkKdtcuJxafS","2023-10-30 14:02:21.000","2023-10-31 13:09:04.000","2023-05-16 15:05:48.000","-4006","-56"
"cus_NuDkKdtcuJxafS","2023-10-30 14:03:24.000","2023-10-31 13:13:15.000","2023-05-16 15:05:48.000","-4006","-57"
"cus_NuDkKdtcuJxafS","2023-10-30 14:04:17.000","2023-10-31 13:09:08.000","2023-05-16 15:05:48.000","-4006","-58"
"cus_P7GMdyKV1xTCWX","2023-12-02 22:39:43.000","2023-12-03 21:40:31.000","2023-12-02 22:41:08.000","0","1"
"cus_P7GMdyKV1xTCWX","2023-12-02 22:40:20.000","2023-12-03 21:41:17.000","2023-12-02 22:41:08.000","0","0"
"cus_POL1GtrKa9kSWH","2024-01-17 16:55:55.000","2024-01-17 19:32:01.000","2024-01-17 16:55:56.000","0","0"
"cus_PRlRNhFFjL6g4V","2024-01-26 16:09:44.000","2024-01-26 16:37:39.000","2024-01-26 16:09:45.000","0","0"
"cus_PSdzU9qmGwI6Af","2024-01-29 00:30:53.000","2024-01-29 00:51:10.000","2024-01-29 00:30:54.000","0","0"
"cus_PWj51ljrWHPGcj","2024-02-08 22:00:58.000","2024-02-08 22:06:31.000","2024-02-08 22:00:59.000","0","0"
"cus_PRjnXpPoh8WDrj","2024-02-13 14:29:33.000","2024-02-13 19:20:19.000","2024-02-13 14:29:34.000","0","0"
"cus_PlIqg5rOnzEz7a","2024-03-18 19:53:09.000","2024-03-19 18:53:29.000","2024-03-18 19:53:58.000","0","0"
"cus_PlbJHUy8O1FNlE","2024-03-19 14:58:59.000","2024-03-19 15:03:36.000","2024-03-19 14:59:00.000","0","0"
"cus_Ply8EFbjba1dZQ","2024-03-20 14:36:55.000","2024-03-20 14:55:47.000","2024-03-20 14:36:55.000","0","0"
"cus_Pm0YHIgfHJJ6v6","2024-03-20 17:09:50.000","2024-03-21 16:10:28.000","2024-03-20 17:12:39.000","0","2"
"cus_Pm0IakB3byCWGp","2024-03-21 14:08:03.000","2024-03-22 13:08:38.000","2024-03-21 14:11:14.000","0","3"
"cus_Pmkm3kaMq5IGKS","2024-03-22 16:50:22.000","2024-03-22 16:56:48.000","2024-03-22 16:50:23.000","0","0"
"cus_Po0Q4jWrK5nnhO","2024-03-26 18:04:19.000","2024-03-27 17:05:11.000","2024-03-26 18:50:27.000","0","46"
"cus_Po0Q4jWrK5nnhO","2024-03-26 18:05:56.000","2024-03-27 17:06:13.000","2024-03-26 18:50:27.000","0","44"
"cus_Po0Q4jWrK5nnhO","2024-03-26 18:41:21.000","2024-03-27 17:41:25.000","2024-03-26 18:50:27.000","0","9"
"cus_PqovUx2letJGOH","2024-04-02 13:24:28.000","2024-04-02 14:19:37.000","2024-04-02 13:24:29.000","0","0"
"cus_PtCqj2CKns6uGD","2024-04-08 22:15:26.000","2024-04-08 22:18:03.000","2024-04-08 22:15:27.000","0","0"
"cus_PwhgpR4no3smTJ","2024-04-18 06:21:02.000","2024-04-18 06:42:11.000","2024-04-18 06:21:03.000","0","0"
"cus_Q0QFv182UeoPkZ","2024-04-28 04:33:23.000","2024-04-28 04:36:36.000","2024-04-28 04:33:24.000","0","0"
"cus_Q0l3KBtCJKTDk4","2024-04-29 02:02:58.000","2024-04-29 02:06:25.000","2024-04-29 02:02:59.000","0","0"
"cus_Q0mQbbNT3hFdLZ","2024-04-29 03:36:05.000","2024-04-30 02:37:00.000","2024-04-29 03:39:22.000","0","3"
"cus_Q58bESisi8VFsO","2024-05-10 18:51:21.000","2024-05-10 18:52:15.000","2024-05-10 18:51:22.000","0","0"
"cus_Q6HUuAmw2v6XoZ","2024-05-13 19:55:19.000","2024-05-13 22:31:14.000","2024-05-13 19:55:20.000","0","0"
"cus_Q6uVRFvGpW80HM","2024-05-15 12:14:41.000","2024-05-16 11:15:42.000","2024-05-15 12:29:53.000","0","15"
"cus_QCt8Z9b6WxE42F","2024-05-31 11:12:49.000","2024-05-31 11:25:21.000","2024-05-31 11:12:50.000","0","0"
"cus_QIu9yAWDqv0irN","2024-06-16 12:47:42.000","2024-06-16 12:57:35.000","2024-06-16 12:47:42.000","0","0"
"cus_QLeEiwyUiI5uQ0","2024-06-25 18:56:05.000","2024-06-25 19:18:54.000","2024-06-25 18:56:06.000","0","0"
"cus_QftV8DN6Wdhe3M","2024-08-16 21:30:29.000","2024-08-17 20:30:48.000","2024-08-16 21:44:09.000","0","13"
"cus_QftV8DN6Wdhe3M","2024-08-16 21:40:55.000","2024-08-17 20:42:13.000","2024-08-16 21:44:09.000","0","3"
"cus_QftV8DN6Wdhe3M","2024-08-16 21:42:21.000","2024-08-17 20:42:51.000","2024-08-16 21:44:09.000","0","1"
"cus_QftV8DN6Wdhe3M","2024-08-16 21:44:08.000","2024-08-16 22:15:48.000","2024-08-16 21:44:09.000","0","0"
"cus_Qh7Zdxb18lrJQ9","2024-08-20 04:08:28.000","2024-08-20 04:14:28.000","2024-08-20 04:08:29.000","0","0"
"cus_QhLIjERgEc7RCC","2024-08-20 18:30:46.000","2024-08-20 18:45:58.000","2024-08-20 18:30:47.000","0","0"
"cus_QhrEaa6NxqrXwQ","2024-08-22 03:22:44.000","2024-08-23 02:23:10.000","2024-08-22 03:53:29.000","0","30"
"cus_QhrEaa6NxqrXwQ","2024-08-22 03:26:07.000","2024-08-23 02:26:14.000","2024-08-22 03:53:29.000","0","27"
"cus_Qk7E7786W9mdlI","2024-08-28 04:01:07.000","2024-08-28 04:19:53.000","2024-08-28 04:01:08.000","0","0"
"cus_Qldp8NHdLIHj9x","2024-09-01 05:53:38.000","2024-09-01 06:11:40.000","2024-09-01 05:53:39.000","0","0"
"cus_QonpI1JKaZlGVy","2024-09-09 16:18:25.000","2024-09-10 15:18:35.000","2024-09-09 16:21:22.000","0","2"
"cus_QonpI1JKaZlGVy","2024-09-09 16:21:21.000","2024-09-09 16:27:44.000","2024-09-09 16:21:22.000","0","0"
"cus_Qr4w2QsqvqEGf0","2024-09-15 18:06:41.000","2024-09-15 18:08:23.000","2024-09-15 18:06:42.000","0","0"
"cus_QrUGthczBULbXt","2024-09-16 20:17:45.000","2024-09-17 19:18:28.000","2024-09-16 20:21:28.000","0","3"
"cus_QrVVJ87ZO30BPd","2024-09-16 21:36:31.000","2024-09-16 21:41:03.000","2024-09-16 21:36:32.000","0","0"
"cus_PuNo2LVLrzUtjd","2024-09-17 23:09:04.000","2024-09-18 22:09:33.000","2024-09-17 23:26:25.000","0","17"
"cus_PuNo2LVLrzUtjd","2024-09-17 23:26:24.000","2024-09-17 23:41:39.000","2024-09-17 23:26:25.000","0","0"
"cus_QruZb63FJBlIle","2024-09-17 23:26:51.000","2024-09-18 22:27:57.000","2024-09-17 23:39:24.000","0","12"
"cus_PuNo2LVLrzUtjd","2024-09-17 23:28:12.000","2024-09-18 00:00:57.000","2024-09-17 23:26:25.000","0","-1"
"cus_PuNo2LVLrzUtjd","2024-09-17 23:52:11.000","2024-09-17 23:53:32.000","2024-09-17 23:26:25.000","0","-25"
"cus_Qs4uV9DSgHIpr9","2024-09-18 10:09:41.000","2024-09-19 09:09:46.000","2024-09-18 10:12:18.000","0","2"
"cus_Qs4uV9DSgHIpr9","2024-09-18 10:10:02.000","2024-09-19 09:11:10.000","2024-09-18 10:12:18.000","0","2"
"cus_Qs4uV9DSgHIpr9","2024-09-18 10:12:17.000","2024-09-18 10:31:01.000","2024-09-18 10:12:18.000","0","0"
"cus_QsBC34052UbgYh","2024-09-18 16:37:44.000","2024-09-19 15:38:20.000","2024-09-18 16:56:45.000","0","19"
"cus_QsBC34052UbgYh","2024-09-18 16:46:12.000","2024-09-19 15:46:23.000","2024-09-18 16:56:45.000","0","10"
"cus_QsBC34052UbgYh","2024-09-18 16:56:44.000","2024-09-18 17:42:15.000","2024-09-18 16:56:45.000","0","0"
"cus_Qsi8ZOZm4wUPuO","2024-09-20 04:59:06.000","2024-09-21 03:59:57.000","2024-09-20 05:02:31.000","0","3"
"cus_QnD6u2oH8COJNE","2024-09-26 09:24:24.000","2024-09-26 12:33:40.000","2024-09-26 09:24:25.000","0","0"
"cus_QvxRPYeRXjudKl","2024-09-29 09:11:34.000","2024-09-30 08:12:12.000","2024-09-29 09:11:17.000","0","0"
"cus_QvxRPYeRXjudKl","2024-09-29 09:30:55.000","2024-09-30 08:31:16.000","2024-09-29 09:11:17.000","0","-19"
"cus_QwVxpqotnJm5sV","2024-09-30 06:21:32.000","2024-09-30 06:23:31.000","2024-09-30 06:21:34.000","0","0"
"cus_Qx5I06D5czSBMs","2024-10-01 18:57:09.000","2024-10-01 18:59:10.000","2024-10-01 18:57:10.000","0","0"
"cus_QxTA8PEKw6j9we","2024-10-02 19:40:52.000","2024-10-03 18:41:44.000","2024-10-02 19:43:30.000","0","2"
"cus_QxuUJDad8aQ2ug","2024-10-03 23:44:15.000","2024-10-03 23:59:22.000","2024-10-03 23:44:16.000","0","0"
"cus_Qz0Ujbmbgdt8r3","2024-10-07 07:39:21.000","2024-10-07 08:00:42.000","2024-10-07 07:39:22.000","0","0"
"cus_QzGHD2w3hCyqBL","2024-10-07 18:14:22.000","2024-10-07 18:27:59.000","2024-10-07 18:14:23.000","0","0"
"cus_QznUswpl0mMqvW","2024-10-09 00:41:33.000","2024-10-09 00:54:13.000","2024-10-09 00:41:34.000","0","0"
"cus_R056UvFCjOqKXG","2024-10-09 19:18:47.000","2024-10-09 20:36:05.000","2024-10-09 19:18:48.000","0","0"
"cus_R1XRYRGymq1pje","2024-10-13 16:17:49.000","2024-10-13 16:26:02.000","2024-10-13 16:17:50.000","0","0"
"cus_R3O7Em41K82VQN","2024-10-18 14:42:13.000","2024-10-18 14:45:53.000","2024-10-18 14:42:15.000","0","0"
"cus_R4KuNPGIPJSu1r","2024-10-21 03:42:27.000","2024-10-21 03:59:17.000","2024-10-21 03:42:29.000","0","0"
"cus_R5KaTLiQvUGCJU","2024-10-23 19:13:40.000","2024-10-23 21:10:51.000","2024-10-23 19:13:41.000","0","0"
"cus_R5uJMjiMAYIrlt","2024-10-26 01:13:45.000","2024-10-26 01:56:32.000","2024-10-26 01:13:46.000","0","0"
"cus_R7cdLynuEju8v8","2024-10-29 21:58:53.000","2024-10-30 20:59:42.000","2024-10-29 22:04:15.000","0","5"
"cus_QhLIjERgEc7RCC","2024-10-30 23:24:20.000","2024-10-30 23:37:43.000","2024-08-20 18:30:47.000","-1708","-53"
"cus_R6lidWqw061nHN","2024-10-31 08:56:37.000","2024-10-31 09:01:39.000","2024-10-31 08:56:39.000","0","0"
"cus_R9hLIx60jNaU1a","2024-11-04 11:05:58.000","2024-11-04 11:25:23.000","2024-11-04 11:05:59.000","0","0"
"cus_RAJVkmwegEZ6qV","2024-11-06 02:30:34.000","2024-11-07 01:30:48.000","2024-11-06 02:33:05.000","0","2"
"cus_RCNFEBAeElGv1T","2024-11-11 14:22:51.000","2024-11-11 14:31:56.000","2024-11-11 14:22:53.000","0","0"
"cus_R1zePiREMwVwzk","2024-10-14 21:21:18.000","2024-10-14 21:37:53.000","2024-10-14 21:21:19.000","0","0"
"cus_Nj8yky8N0Vreji","2023-04-17 01:17:31.000","2023-04-17 01:29:35.000","2023-04-17 01:17:32.000","0","0"
"cus_NjAKwRyksi3liI","2023-04-17 02:46:37.000","2023-04-17 02:47:19.000","2023-04-17 02:46:38.000","0","0"
"cus_NjQSrE5ZQhUo39","2023-04-17 19:21:47.000","2023-04-17 19:26:37.000","2023-04-17 19:21:48.000","0","0"
"cus_NjjP36DxUEDL39","2023-04-18 15:23:19.000","2023-04-18 15:25:44.000","2023-04-18 15:23:20.000","0","0"
"cus_NlECNMgDdKs6vB","2023-04-22 14:50:02.000","2023-04-22 14:57:34.000","2023-04-22 14:50:02.000","0","0"
"cus_NmYHKSQZOBo7in","2023-04-26 03:38:54.000","2023-04-26 03:52:46.000","2023-04-26 03:38:55.000","0","0"
"cus_Nnc9SMdzt5gcrW","2023-04-28 23:43:05.000","2023-04-28 23:46:20.000","2023-04-28 23:43:06.000","0","0"
"cus_NobA5uJw6s04ac","2023-05-01 14:45:24.000","2023-05-01 15:03:21.000","2023-05-01 14:45:25.000","0","0"
"cus_NrQ1LI0iuTpNgL","2023-05-09 03:32:47.000","2023-05-10 02:34:28.000","2023-05-09 03:41:26.000","0","8"
"cus_NuhpNNUac2tY2S","2023-05-17 22:03:04.000","2023-05-18 21:05:59.000","2023-05-19 16:40:07.000","42","37"
"cus_NuhpNNUac2tY2S","2023-05-17 22:21:03.000","2023-05-18 21:23:02.000","2023-05-19 16:40:07.000","42","19"
"cus_OViZncmgrERJXS","2023-08-24 17:19:13.000","2023-08-25 16:19:44.000","2023-08-24 17:20:02.000","0","0"
"cus_OWwWHW96HYeKif","2023-08-27 23:46:01.000","2023-08-28 22:46:32.000","2023-08-27 23:50:57.000","0","4"
"cus_OcdclREshIDTRl","2023-09-12 04:38:29.000","2023-09-13 03:44:16.000","2023-09-12 04:39:26.000","0","0"
"cus_OcdclREshIDTRl","2023-09-12 04:39:29.000","2023-09-13 03:44:18.000","2023-09-12 04:39:26.000","0","0"
"cus_OcdclREshIDTRl","2023-09-12 04:39:32.000","2023-09-13 03:44:14.000","2023-09-12 04:39:26.000","0","0"
"cus_OepyONqYBWP9o5","2023-09-18 01:32:19.000","2023-09-19 00:35:25.000","2023-09-18 01:33:01.000","0","0"
"cus_OepyONqYBWP9o5","2023-09-18 01:33:00.000","2023-09-18 19:50:55.000","2023-09-18 01:33:01.000","0","0"
"cus_Oo0NiUkTNo2viy","2023-10-12 12:52:23.000","2023-10-13 11:55:22.000","2023-10-12 12:53:19.000","0","0"
"cus_P4jlRh6zAlKnWt","2023-11-26 04:50:58.000","2023-11-27 03:52:19.000","2023-11-26 04:54:18.000","0","3"
"cus_PHlPs5HkXVzzAg","2024-01-02 00:43:20.000","2024-01-02 23:43:25.000","2024-01-02 00:44:41.000","0","1"
"cus_PO2aIW5ZRZJ3fT","2024-01-16 17:35:37.000","2024-01-17 16:36:27.000","2024-01-16 17:36:40.000","0","1"
"cus_POb1AnZBekEc3t","2024-01-18 05:08:13.000","2024-01-19 04:08:41.000","2024-01-29 05:09:23.000","264","1"
"cus_POb1AnZBekEc3t","2024-01-18 05:10:34.000","2024-01-19 04:10:47.000","2024-01-29 05:09:23.000","263","58"
"cus_PSx2ywLmEvTspY","2024-01-29 23:34:28.000","2024-01-30 17:19:05.000","2024-01-29 23:34:29.000","0","0"
"cus_PT2b0TXrjDTz8C","2024-01-30 01:59:55.000","2024-01-30 02:16:46.000","2024-01-30 01:59:56.000","0","0"
"cus_PdtX2NDCCTdEEu","2024-02-28 01:18:15.000","2024-02-28 01:23:08.000","2024-02-28 01:18:15.000","0","0"
"cus_Nmlm4lQitbUhZl","2024-03-05 21:23:42.000","2024-03-05 21:35:13.000","2023-04-26 17:35:18.000","-7539","-48"
"cus_PT6t0RmRbGWAWJ","2024-03-06 01:27:37.000","2024-03-07 00:28:03.000","2024-04-21 23:38:43.000","1126","11"
"cus_Plhahf7ie6jMUF","2024-03-19 21:29:37.000","2024-03-20 20:30:24.000","2024-03-19 21:32:11.000","0","2"
"cus_PmBDZeokr779WR","2024-03-21 04:05:05.000","2024-03-21 04:25:26.000","2024-03-21 04:05:06.000","0","0"
"cus_Pncmxz6Gk1Gi7G","2024-03-25 00:40:19.000","2024-03-25 23:40:50.000","2024-03-25 00:43:32.000","0","3"
"cus_Pncmxz6Gk1Gi7G","2024-03-25 00:41:45.000","2024-03-25 23:42:42.000","2024-03-25 00:43:32.000","0","1"
"cus_PpkgBX1W8kD5pw","2024-03-30 16:56:15.000","2024-03-31 15:56:36.000","2024-03-30 17:02:44.000","0","6"
"cus_PpkgBX1W8kD5pw","2024-03-30 16:57:40.000","2024-03-31 15:57:41.000","2024-03-30 17:02:44.000","0","5"
"cus_PqWEIhOy2U0xto","2024-04-01 18:35:37.000","2024-04-02 17:50:35.000","2024-04-01 18:35:38.000","0","0"
"cus_PukiIaT59zMCL2","2024-04-13 01:17:27.000","2024-04-14 00:17:58.000","2024-04-13 01:20:22.000","0","2"
"cus_PwdKjY9nlOgxUV","2024-04-18 01:49:28.000","2024-04-19 00:50:04.000","2024-04-18 01:56:48.000","0","7"
"cus_PwdKjY9nlOgxUV","2024-04-18 01:51:47.000","2024-04-19 00:52:09.000","2024-04-18 01:56:48.000","0","5"
"cus_PnfrYxpqOD0BR2","2024-04-26 21:20:24.000","2024-04-27 20:21:20.000","2024-04-27 01:39:38.000","4","19"
"cus_Q1HfzlmSa0CHRv","2024-04-30 11:46:53.000","2024-04-30 13:29:20.000","2024-04-30 11:46:54.000","0","0"
"cus_Q1rGVFczfiF5SX","2024-05-02 00:32:49.000","2024-05-02 23:33:45.000","2024-05-02 00:37:38.000","0","4"
"cus_Q1rGVFczfiF5SX","2024-05-02 00:35:19.000","2024-05-02 23:35:42.000","2024-05-02 00:37:38.000","0","2"
"cus_Q6E6rxv6QQXksj","2024-05-13 16:24:13.000","2024-05-13 16:25:50.000","2024-05-13 16:24:14.000","0","0"
"cus_Q7kGHkXpZ59zNv","2024-05-17 17:42:41.000","2024-05-18 16:43:21.000","2024-05-17 17:47:32.000","0","4"
